criterion,model_name,n,random_state,runtime,val_acc,val_nll
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.01_n=510_random_state=2001,510,2001,3782.06387591362,0.8333333730697632,0.7730123996734619
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.01_n=510_random_state=3001,510,3001,4143.010662555695,0.774509847164154,1.1059919595718384
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.01_n=1020_random_state=1001,1020,1001,4190.0027623176575,0.936274528503418,0.298018722557554
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.01_n=1020_random_state=2001,1020,2001,4167.928494930267,0.8725490570068359,0.503557934480555
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.01_n=1020_random_state=3001,1020,3001,3770.2134058475494,0.8578432202339172,0.5408256603222268
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.001_n=510_random_state=1001,510,1001,3758.9587264060974,0.8137255907058716,1.252710461616516
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.001_n=510_random_state=2001,510,2001,3781.69265294075,0.8137255311012268,1.0335264205932615
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.001_n=510_random_state=3001,510,3001,3715.839718580246,0.7941176891326904,1.402889370918274
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.001_n=1020_random_state=1001,1020,1001,4181.707597494125,0.8823530673980713,0.7423495241239959
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.001_n=1020_random_state=2001,1020,2001,3713.957308292389,0.8529412150382996,0.87911356196684
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.001_n=1020_random_state=3001,1020,3001,3830.1698048114777,0.7941176891326904,1.0663545412175794
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.0001_n=510_random_state=1001,510,1001,3763.8066759109497,0.343137264251709,3.757547378540039
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.0001_n=510_random_state=2001,510,2001,3930.4196453094482,0.3137255012989044,3.7550647258758554
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.0001_n=510_random_state=3001,510,3001,3765.724385023117,0.2549019753932953,3.891025304794312
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.0001_n=1020_random_state=1001,1020,1001,4182.433889389038,0.3823529481887817,3.6506129620121976
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.0001_n=1020_random_state=2001,1020,2001,4195.0908370018005,0.3823529779911041,3.650163846857408
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.0001_n=1020_random_state=3001,1020,3001,3882.0195746421814,0.2794117927551269,3.9649730289683625
l2-sp,l2-sp_alpha=0.001_beta=0.001_lr_0=0.1_n=510_random_state=1001,510,1001,4258.17375087738,0.6764706373214722,1.4437265396118164
l2-sp,l2-sp_alpha=0.001_beta=0.001_lr_0=0.1_n=510_random_state=2001,510,2001,3800.415027618408,0.7352941036224365,0.9978758096694946
l2-sp,l2-sp_alpha=0.001_beta=0.001_lr_0=0.1_n=510_random_state=3001,510,3001,3897.16783618927,0.7352941632270813,1.1897072792053225
l2-sp,l2-sp_alpha=0.001_beta=0.001_lr_0=0.1_n=1020_random_state=1001,1020,1001,3770.3102355003357,0.906862735748291,0.3730572251712574
l2-sp,l2-sp_alpha=0.001_beta=0.001_lr_0=0.1_n=1020_random_state=2001,1020,2001,3737.1156334877014,0.8627451658248901,0.5286199199218375
