criterion,model_name,n,random_state,runtime,test_acc,test_nll
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=4000_random_state=1001,4000,1001,7648.180398464203,0.9036841988563538,0.0715945925509564
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=4000_random_state=2001,4000,2001,7603.822286605835,0.9043420553207396,0.0742810143382345
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=4000_random_state=3001,4000,3001,7642.797201395035,0.8982894420623779,0.0794685321119775
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=40000_random_state=1001,40000,1001,7415.592107772827,0.9339474439620972,0.0250114924553934
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=40000_random_state=2001,40000,2001,7321.839378833771,0.9331579208374025,0.0246605009953629
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=40000_random_state=3001,40000,3001,7199.085474491119,0.9338157773017884,0.0256367352709639
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=120000_random_state=1001,120000,1001,7224.025944471359,0.9446052312850952,0.0167568622142272
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=120000_random_state=2001,120000,2001,7222.184322357178,0.9448683857917786,0.0166746162017807
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=120000_random_state=3001,120000,3001,7148.84074306488,0.9422368407249452,0.0165187996413289
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=40_random_state=1001,40,1001,4895.191427946091,0.7193421125411987,0.1394519670621344
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=40_random_state=2001,40,2001,4853.470676422119,0.765526294708252,0.1249969790052426
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=40_random_state=3001,40,3001,4894.900690317154,0.6777631640434265,0.1584495202608798
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=400_random_state=1001,400,1001,7444.846781730652,0.8522368669509888,0.0984797802919178
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=400_random_state=2001,400,2001,7317.232917308807,0.8663157820701599,0.0816867492743768
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=400_random_state=3001,400,3001,7480.378901958466,0.8676315546035767,0.0756010480854495
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=4000_random_state=1001,4000,1001,7641.088808774948,0.9000000357627869,0.0588506039537491
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=4000_random_state=2001,4000,2001,7723.964399576187,0.906052589416504,0.0531282123919894
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=4000_random_state=3001,4000,3001,7585.275232076645,0.8981578946113586,0.0582346647344131
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=40000_random_state=1001,40000,1001,7154.108922719955,0.9278947710990906,0.0208242123397557
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=40000_random_state=2001,40000,2001,7237.543963670731,0.927105188369751,0.0208526225479957
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=40000_random_state=3001,40000,3001,7242.022757291794,0.9248684048652648,0.0208029907832755
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=120000_random_state=1001,120000,1001,7150.991199970245,0.9278947114944458,0.0200968828278985
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=120000_random_state=2001,120000,2001,7093.104907989502,0.9293421506881714,0.0198414664941006
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=120000_random_state=3001,120000,3001,7088.415166139603,0.9284210205078124,0.0198206135796039
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=40_random_state=1001,40,1001,4856.553277492523,0.6910526752471924,0.1379217725011862
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=40_random_state=2001,40,2001,4853.781417608261,0.7630263566970825,0.1007061548766337
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=40_random_state=3001,40,3001,4885.8003013134,0.6848684549331665,0.1222972699882168
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=400_random_state=1001,400,1001,7635.622894287109,0.844342052936554,0.0589420142784518
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=400_random_state=2001,400,2001,7204.264812707901,0.8702632188796997,0.0530958054307848
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=400_random_state=3001,400,3001,7386.952098608017,0.8511842489242554,0.0550832125832522
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=4000_random_state=1001,4000,1001,7623.702879905701,0.8942105770111084,0.0306306415806083
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=4000_random_state=2001,4000,2001,7745.7402193546295,0.8930262923240662,0.0316489277941811
