criterion,model_name,n,random_state,runtime,test_acc,test_nll
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=50000_random_state=1001,50000,1001,7555.572690248489,0.9502999782562256,0.2176319809675216
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=50000_random_state=2001,50000,2001,7552.783136129379,0.9495000839233398,0.2136932650089263
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=50000_random_state=3001,50000,3001,8588.62319970131,0.9484000205993652,0.2182933332681655
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=100_random_state=1001,100,1001,7231.2178156375885,0.8888999819755554,0.3694299383163452
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=100_random_state=2001,100,2001,7511.961697816849,0.8589999675750732,0.4809691995620726
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=100_random_state=3001,100,3001,7307.109025478363,0.8933999538421631,0.360845262145996
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=1000_random_state=1001,1000,1001,8742.44899392128,0.9380000233650208,0.2416800864219665
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=1000_random_state=2001,1000,2001,7582.976259469986,0.932799994945526,0.2500798187971115
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=1000_random_state=3001,1000,3001,7545.69386100769,0.9412999153137208,0.2224601043581962
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=10000_random_state=1001,10000,1001,7984.226059913635,0.9704999923706056,0.1059004361197352
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=10000_random_state=2001,10000,2001,7598.81482219696,0.969499945640564,0.1109156496826559
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=10000_random_state=3001,10000,3001,8738.850967168808,0.9699000120162964,0.110219814234972
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=50000_random_state=1001,50000,1001,7621.810334444046,0.9823000431060792,0.0602950544834137
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=50000_random_state=2001,50000,2001,7527.774953842163,0.98089998960495,0.0618137512505054
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.1_n=50000_random_state=3001,50000,3001,7701.753123044968,0.9807000756263732,0.0628620383992791
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=100_random_state=1001,100,1001,7359.9142208099365,0.8819000124931335,0.3792941522598267
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=100_random_state=2001,100,2001,6268.927859067917,0.8559000492095947,0.4615415107727051
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=100_random_state=3001,100,3001,7358.712949514389,0.8831000328063965,0.379671544265747
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=1000_random_state=1001,1000,1001,8679.338015317917,0.9353999495506288,0.2570135345458985
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=1000_random_state=2001,1000,2001,7606.187304735184,0.932099997997284,0.2612773268699646
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=1000_random_state=3001,1000,3001,8639.72398352623,0.9327999353408812,0.2750073835849762
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=10000_random_state=1001,10000,1001,8774.84299659729,0.9695000648498536,0.1210838438153266
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=10000_random_state=2001,10000,2001,8950.916428565979,0.9686999917030334,0.1233879575364292
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=10000_random_state=3001,10000,3001,8804.587388753891,0.9675000309944152,0.1328584506869316
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=50000_random_state=1001,50000,1001,8670.476472377777,0.9800000190734864,0.0714125446781516
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=50000_random_state=2001,50000,2001,7545.882695674896,0.9793999791145324,0.0749892167750745
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.01_n=50000_random_state=3001,50000,3001,7521.239600896835,0.9794999957084656,0.0727609166301786
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.001_n=100_random_state=1001,100,1001,6281.3298761844635,0.8755000233650208,0.3916327903747562
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.001_n=100_random_state=2001,100,2001,6469.468576669693,0.8529000282287598,0.4515065404891966
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.001_n=100_random_state=3001,100,3001,6322.794824123383,0.8795999884605408,0.3922683968544007
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.001_n=1000_random_state=1001,1000,1001,7669.427479028702,0.9372999668121338,0.224458368062973
l2-sp,l2-sp_alpha=0.01_beta=1e-05_lr_0=0.001_n=1000_random_state=2001,1000,2001,7557.055385351181,0.9375000596046448,0.2175563771724701
